user_id,week_start_date,sessions,avg_session_time,engagement_score,last_active_date
U0067,18-08-2025,1,6.52,6.52,22-08-2025
U0067,25-08-2025,1,14.73,14.73,25-08-2025
U0067,01-09-2025,0,9.94,0,
U0067,08-09-2025,5,10.12,50.6,
U0067,15-09-2025,1,6.37,6.37,18-09-2025
U0067,22-09-2025,0,8.94,0,
U0067,29-09-2025,9,10.44,93.96,01-10-2025
U0067,06-10-2025,5,8,40,10-10-2025
U0068,11-08-2025,,6.66,,
U0068,18-08-2025,0,8.56,0,20-08-2025
U0068,25-08-2025,4,14.05,56.2,28-08-2025
U0068,01-09-2025,4,7.96,31.84,06-09-2025
U0068,08-09-2025,4,9.34,37.36,
U0068,15-09-2025,0,0.51,0,
U0068,22-09-2025,7,3.24,22.68,27-09-2025
U0068,29-09-2025,4,0.94,3.76,01-10-2025
U0068,06-10-2025,3,3.88,11.64,
U0069,14-07-2025,3,5.81,17.43,
U0069,21-07-2025,0,10.08,0,25-07-2025
U0069,28-07-2025,2,6.25,12.5,30-07-2025
U0069,04-08-2025,3,9.34,28.02,04-08-2025
U0069,11-08-2025,7,9.51,66.57,11-08-2025
U0069,18-08-2025,2,6.27,12.54,19-08-2025
U0069,25-08-2025,2,11.22,22.44,30-08-2025
U0069,01-09-2025,5,6.81,34.05,02-09-2025
U0069,08-09-2025,11,7.29,80.19,11-09-2025
U0069,15-09-2025,0,6.11,0,15-09-2025
U0070,21-07-2025,1,11.75,11.75,26-07-2025
U0070,28-07-2025,1,6.89,6.89,31-07-2025
U0070,04-08-2025,4,9.88,39.52,09-08-2025
U0070,11-08-2025,0,13.54,0,
U0070,18-08-2025,1,4.2,4.2,18-08-2025
U0070,25-08-2025,5,9.77,48.85,27-08-2025
U0070,01-09-2025,5,4,20,
U0070,08-09-2025,0,7.82,0,10-09-2025
U0070,15-09-2025,6,3.47,20.82,21-09-2025
U0070,22-09-2025,3,4.5,13.5,
U0071,04-08-2025,2,2.97,5.94,07-08-2025
U0071,11-08-2025,12,12.44,149.28,17-08-2025
U0071,18-08-2025,5,8.36,41.8,23-08-2025
U0071,25-08-2025,4,11.56,46.24,30-08-2025
U0071,01-09-2025,3,12,36,06-09-2025
U0071,08-09-2025,0,8.15,0,14-09-2025
U0071,15-09-2025,1,,,17-09-2025
U0071,22-09-2025,0,4.34,0,
U0071,29-09-2025,0,,,
U0071,06-10-2025,6,7.91,47.46,06-10-2025
U0072,04-08-2025,1,7.31,7.31,05-08-2025
U0072,11-08-2025,5,10.14,50.7,13-08-2025
U0072,18-08-2025,1,11.6,11.6,22-08-2025
U0072,25-08-2025,2,6.39,12.78,31-08-2025
U0072,01-09-2025,,4.09,,
U0072,08-09-2025,2,8.86,17.72,08-09-2025
U0072,15-09-2025,7,8.05,56.35,16-09-2025
U0072,22-09-2025,5,10.25,51.25,26-09-2025
U0072,29-09-2025,4,6.97,27.88,01-10-2025
U0072,06-10-2025,8,3.53,28.24,10-10-2025
U0073,08-09-2025,4,6.94,27.76,09-09-2025
U0073,15-09-2025,1,9.34,9.34,15-09-2025
U0073,22-09-2025,1,8.88,8.88,22-09-2025
U0073,29-09-2025,5,8.96,44.8,30-09-2025
U0073,06-10-2025,7,8.71,60.97,10-10-2025
U0074,11-08-2025,0,3.57,0,11-08-2025
U0074,18-08-2025,6,4.8,28.8,24-08-2025
U0074,25-08-2025,11,9.31,102.41,28-08-2025
U0074,01-09-2025,0,8.98,0,
U0074,08-09-2025,1,7.31,7.31,13-09-2025
U0074,15-09-2025,2,9.13,18.26,21-09-2025
U0074,22-09-2025,5,7.7,38.5,24-09-2025
U0074,29-09-2025,2,12.94,25.88,03-10-2025
U0074,06-10-2025,5,6.31,31.55,06-10-2025
U0075,18-08-2025,7,12.27,85.89,24-08-2025
U0075,25-08-2025,1,7.53,7.53,28-08-2025
U0075,01-09-2025,11,10.23,112.53,06-09-2025
U0075,08-09-2025,3,6.19,18.57,14-09-2025
U0075,15-09-2025,0,5.47,0,15-09-2025
U0075,22-09-2025,7,7.46,52.22,28-09-2025
U0075,29-09-2025,6,4.38,26.28,29-09-2025
U0075,06-10-2025,4,8.13,32.52,08-10-2025
U0076,28-07-2025,4,1.84,7.36,02-08-2025
U0076,04-08-2025,5,5.28,26.4,08-08-2025
U0076,11-08-2025,6,6.76,40.56,16-08-2025
U0076,18-08-2025,5,10.57,52.85,20-08-2025
U0076,25-08-2025,2,7.02,14.04,26-08-2025
U0076,01-09-2025,7,6.22,43.54,02-09-2025
U0076,08-09-2025,0,7.15,0,
U0076,15-09-2025,3,9.65,28.95,17-09-2025
U0076,22-09-2025,4,9.38,37.52,24-09-2025
U0076,29-09-2025,0,7.01,0,30-09-2025
U0077,08-09-2025,0,8.23,0,
U0077,15-09-2025,1,7.4,7.4,20-09-2025
U0077,22-09-2025,6,2.75,16.5,24-09-2025
U0077,29-09-2025,0,,,03-10-2025
U0077,06-10-2025,2,6.84,13.68,09-10-2025
U0078,25-08-2025,6,13.11,78.66,29-08-2025
U0078,01-09-2025,7,4.91,34.37,03-09-2025
U0078,08-09-2025,0,4.21,0,
U0078,15-09-2025,3,7.37,22.11,17-09-2025
U0078,22-09-2025,5,8.87,44.35,23-09-2025
U0078,29-09-2025,2,6.65,13.3,01-10-2025
U0078,06-10-2025,1,5.55,5.55,06-10-2025
U0079,25-08-2025,7,10.19,71.33,28-08-2025
U0079,01-09-2025,3,10.77,32.31,03-09-2025
U0079,08-09-2025,0,5.12,0,
U0079,15-09-2025,2,6.02,12.04,16-09-2025
U0079,22-09-2025,0,4.98,0,23-09-2025
U0079,29-09-2025,6,7.92,,05-10-2025
U0079,06-10-2025,7,4.96,34.72,08-10-2025
U0080,18-08-2025,2,7.49,14.98,19-08-2025
U0080,25-08-2025,0,9.07,0,
U0080,01-09-2025,0,6.36,0,
U0080,08-09-2025,6,10.51,63.06,13-09-2025
U0080,15-09-2025,1,12.54,12.54,19-09-2025
U0080,22-09-2025,5,7.09,35.45,25-09-2025
U0080,29-09-2025,0,8.39,0,
U0080,06-10-2025,8,4.29,34.32,07-10-2025
U0081,04-08-2025,4,6.97,27.88,09-08-2025
U0081,11-08-2025,9,6.21,55.89,14-08-2025
U0081,18-08-2025,5,11.51,57.55,18-08-2025
U0081,25-08-2025,0,8.46,0,29-08-2025
U0081,01-09-2025,1,8.8,8.8,06-09-2025
U0081,08-09-2025,6,7.19,43.14,09-09-2025
U0081,15-09-2025,1,6.59,6.59,17-09-2025
U0081,22-09-2025,1,5.05,5.05,25-09-2025
U0081,29-09-2025,1,12.09,12.09,03-10-2025
U0081,06-10-2025,4,9.69,38.76,11-10-2025
U0082,04-08-2025,2,5.56,11.12,09-08-2025
U0082,11-08-2025,5,3.64,18.2,17-08-2025
U0082,18-08-2025,6,10.96,65.76,18-08-2025
U0082,25-08-2025,,10.28,,25-08-2025
U0082,01-09-2025,0,7.8,0,07-09-2025
U0082,08-09-2025,0,6.62,0,
U0082,15-09-2025,5,9.21,46.05,21-09-2025
U0082,22-09-2025,,6.79,,
U0082,29-09-2025,4,,,01-10-2025
U0082,06-10-2025,0,9.95,0,
U0083,08-09-2025,3,11.43,34.29,10-09-2025
U0083,15-09-2025,2,9.65,19.3,15-09-2025
U0083,22-09-2025,8,7.45,59.6,28-09-2025
U0083,29-09-2025,5,8.63,43.15,03-10-2025
U0083,06-10-2025,1,3.73,3.73,07-10-2025
U0084,01-09-2025,5,6.99,34.95,05-09-2025
U0084,08-09-2025,6,12.22,73.32,12-09-2025
U0084,15-09-2025,1,7.85,7.85,19-09-2025
U0084,22-09-2025,0,11.01,0,
U0084,29-09-2025,4,12.39,49.56,03-10-2025
U0084,06-10-2025,4,8.73,34.92,08-10-2025
U0085,28-07-2025,5,11.51,57.55,01-08-2025
U0085,04-08-2025,3,5.2,15.6,
U0085,11-08-2025,0,10.53,0,
U0085,18-08-2025,5,4.66,23.3,24-08-2025
U0085,25-08-2025,,9.07,,
U0085,01-09-2025,3,8.09,24.27,07-09-2025
U0085,08-09-2025,2,11.95,23.9,09-09-2025
U0085,15-09-2025,4,5.27,21.08,15-09-2025
U0085,22-09-2025,0,6.48,0,
U0085,29-09-2025,9,1.13,10.17,29-09-2025
U0086,28-07-2025,1,5.26,5.26,03-08-2025
U0086,04-08-2025,4,11.48,45.92,10-08-2025
U0086,11-08-2025,8,8.74,69.92,14-08-2025
U0086,18-08-2025,3,5.85,17.55,19-08-2025
U0086,25-08-2025,0,,,27-08-2025
U0086,01-09-2025,4,2.31,9.24,05-09-2025
U0086,08-09-2025,8,7.24,57.92,13-09-2025
U0086,15-09-2025,1,12.59,12.59,21-09-2025
U0086,22-09-2025,5,9.51,47.55,28-09-2025
U0086,29-09-2025,5,13.95,69.75,05-10-2025
U0087,04-08-2025,7,7.07,49.49,09-08-2025
U0087,11-08-2025,6,9.58,57.48,12-08-2025
U0087,18-08-2025,1,2.66,2.66,23-08-2025
U0087,25-08-2025,0,9.18,0,
U0087,01-09-2025,8,3.71,29.68,03-09-2025
U0087,08-09-2025,0,9.79,0,08-09-2025
U0087,15-09-2025,1,9.92,9.92,15-09-2025
U0087,22-09-2025,8,6.5,52,23-09-2025
U0087,29-09-2025,5,8.12,40.6,05-10-2025
U0087,06-10-2025,7,4.18,29.26,12-10-2025
U0088,21-07-2025,1,0.69,0.69,
U0088,28-07-2025,1,5.49,5.49,03-08-2025
U0088,04-08-2025,4,7.83,31.32,04-08-2025
U0088,11-08-2025,5,6.7,33.5,12-08-2025
U0088,18-08-2025,3,7.17,21.51,19-08-2025
U0088,25-08-2025,1,10.58,10.58,28-08-2025
U0088,01-09-2025,,9.42,,06-09-2025
U0088,08-09-2025,,11.7,,
U0088,15-09-2025,2,6.63,13.26,21-09-2025
U0088,22-09-2025,0,13.48,0,
U0089,18-08-2025,4,3.17,12.68,22-08-2025
U0089,25-08-2025,2,8.55,17.1,25-08-2025
U0089,01-09-2025,7,11.23,78.61,04-09-2025
U0089,08-09-2025,10,8.56,85.6,13-09-2025
U0089,15-09-2025,9,8.8,79.2,20-09-2025
U0089,22-09-2025,1,5.5,5.5,28-09-2025
U0089,29-09-2025,6,5.52,33.12,30-09-2025
U0089,06-10-2025,1,5.61,5.61,06-10-2025
U0090,08-09-2025,6,,,10-09-2025
U0090,15-09-2025,3,1.42,4.26,19-09-2025
U0090,22-09-2025,1,11.53,11.53,27-09-2025
U0090,29-09-2025,2,7.1,14.2,04-10-2025
U0090,06-10-2025,5,,,
U0091,01-09-2025,1,1.16,1.16,06-09-2025
U0091,08-09-2025,0,7.6,0,12-09-2025
U0091,15-09-2025,0,8.85,0,20-09-2025
U0091,22-09-2025,5,12.57,62.85,27-09-2025
U0091,29-09-2025,0,10.94,0,
U0091,06-10-2025,0,7.03,0,
U0092,01-09-2025,3,10.3,30.9,01-09-2025
U0092,08-09-2025,5,5.24,26.2,10-09-2025
U0092,15-09-2025,2,14.73,29.46,15-09-2025
U0092,22-09-2025,1,4.78,4.78,24-09-2025
U0092,29-09-2025,1,6.1,6.1,29-09-2025
U0092,06-10-2025,2,8.93,17.86,12-10-2025
U0093,28-07-2025,10,6.4,,
U0093,04-08-2025,3,4.45,13.35,06-08-2025
U0093,11-08-2025,,14.19,,
U0093,18-08-2025,5,8.67,43.35,22-08-2025
U0093,25-08-2025,2,9.28,18.56,30-08-2025
U0093,01-09-2025,4,,,03-09-2025
U0093,08-09-2025,4,5.74,22.96,
U0093,15-09-2025,0,9.88,0,
U0093,22-09-2025,6,4.12,24.72,26-09-2025
U0093,29-09-2025,6,15.79,94.74,04-10-2025
U0094,25-08-2025,5,7.53,,
U0094,01-09-2025,1,3.19,3.19,06-09-2025
U0094,08-09-2025,0,3.18,0,11-09-2025
U0094,15-09-2025,4,8.74,34.96,20-09-2025
U0094,22-09-2025,2,11.37,22.74,27-09-2025
U0094,29-09-2025,1,9.26,9.26,30-09-2025
U0094,06-10-2025,8,11.82,94.56,12-10-2025
U0095,25-08-2025,0,10.42,0,
U0095,01-09-2025,1,8.48,8.48,02-09-2025
U0095,08-09-2025,6,4.65,27.9,14-09-2025
U0095,15-09-2025,4,8.31,33.24,17-09-2025
U0095,22-09-2025,7,8.65,60.55,28-09-2025
U0095,29-09-2025,1,12.35,12.35,05-10-2025
U0095,06-10-2025,0,11.26,0,12-10-2025
U0096,25-08-2025,1,7.47,7.47,25-08-2025
U0096,01-09-2025,1,10.91,10.91,02-09-2025
U0096,08-09-2025,2,5.95,11.9,14-09-2025
U0096,15-09-2025,2,7.67,15.34,
U0096,22-09-2025,2,7.41,14.82,26-09-2025
U0096,29-09-2025,1,9.43,9.43,04-10-2025
U0096,06-10-2025,2,8.03,16.06,08-10-2025
U0097,25-08-2025,5,2.9,14.5,
U0097,01-09-2025,9,11.88,106.92,05-09-2025
U0097,08-09-2025,5,8.24,41.2,14-09-2025
U0097,15-09-2025,6,11.4,68.4,17-09-2025
U0097,22-09-2025,0,6.14,0,24-09-2025
U0097,29-09-2025,0,8.51,0,
U0097,06-10-2025,1,6.35,6.35,09-10-2025
U0098,25-08-2025,1,4.99,4.99,29-08-2025
U0098,01-09-2025,4,7.79,31.16,07-09-2025
U0098,08-09-2025,7,10.84,75.88,12-09-2025
U0098,15-09-2025,0,12.29,0,
U0098,22-09-2025,5,10.57,52.85,28-09-2025
U0098,29-09-2025,4,6.08,24.32,01-10-2025
U0098,06-10-2025,7,4.19,29.33,06-10-2025
U0099,18-08-2025,3,1.23,3.69,21-08-2025
U0099,25-08-2025,6,8.81,52.86,28-08-2025
U0099,01-09-2025,8,11.16,89.28,02-09-2025
U0099,08-09-2025,3,5.79,17.37,13-09-2025
U0099,15-09-2025,0,6.61,0,16-09-2025
U0099,22-09-2025,5,12.51,62.55,22-09-2025
U0099,29-09-2025,0,10.37,0,
U0099,06-10-2025,0,6.16,0,
U0100,18-08-2025,0,11.38,0,
U0100,25-08-2025,4,9.83,39.32,28-08-2025
U0100,01-09-2025,1,6.51,6.51,01-09-2025
U0100,08-09-2025,0,10.3,0,
U0100,15-09-2025,5,8.32,41.6,19-09-2025
U0100,22-09-2025,7,5.43,38.01,28-09-2025
U0100,29-09-2025,3,10.77,32.31,29-09-2025
U0100,06-10-2025,2,7.37,14.74,10-10-2025
U0101,18-08-2025,6,12.5,75,21-08-2025
U0101,25-08-2025,7,7.83,54.81,25-08-2025
U0101,01-09-2025,5,8.67,43.35,05-09-2025
U0101,08-09-2025,2,4.9,9.8,14-09-2025
U0101,15-09-2025,0,11.07,0,19-09-2025
U0101,22-09-2025,5,13.74,68.7,24-09-2025
U0101,29-09-2025,2,7.93,15.86,04-10-2025
U0101,06-10-2025,1,7.29,7.29,07-10-2025
U0102,25-08-2025,8,9.65,77.2,27-08-2025
U0102,01-09-2025,6,15.79,94.74,04-09-2025
U0102,08-09-2025,1,8.98,8.98,09-09-2025
U0102,15-09-2025,4,12.04,48.16,20-09-2025
U0102,22-09-2025,3,6.18,18.54,23-09-2025
U0102,29-09-2025,3,0.62,1.86,02-10-2025
U0102,06-10-2025,6,4.7,28.2,09-10-2025
U0103,25-08-2025,0,8.71,0,
U0103,01-09-2025,3,6.48,19.44,01-09-2025
U0103,08-09-2025,3,10.34,31.02,10-09-2025
U0103,15-09-2025,7,3.54,24.78,18-09-2025
U0103,22-09-2025,7,5.66,39.62,25-09-2025
U0103,29-09-2025,0,8.79,0,
U0103,06-10-2025,6,6.46,38.76,12-10-2025
U0104,14-07-2025,2,10.39,20.78,18-07-2025
U0104,21-07-2025,5,2.57,12.85,22-07-2025
U0104,28-07-2025,1,11.02,11.02,30-07-2025
U0104,04-08-2025,6,7.61,45.66,07-08-2025
U0104,11-08-2025,0,8.56,0,
U0104,18-08-2025,4,5.59,22.36,18-08-2025
U0104,25-08-2025,0,6.58,0,
U0104,01-09-2025,8,7.24,57.92,04-09-2025
U0104,08-09-2025,5,8.38,41.9,12-09-2025
U0104,15-09-2025,0,9.02,0,
U0105,04-08-2025,3,7.48,22.44,09-08-2025
U0105,11-08-2025,1,7.87,7.87,
U0105,18-08-2025,4,2.92,11.68,19-08-2025
U0105,25-08-2025,0,6.15,0,
U0105,01-09-2025,6,8.88,53.28,07-09-2025
U0105,08-09-2025,5,10.17,50.85,08-09-2025
U0105,15-09-2025,0,5.78,0,
U0105,22-09-2025,7,10.83,75.81,
U0105,29-09-2025,0,8.28,0,
U0105,06-10-2025,,8.62,,
U0106,14-07-2025,7,9.34,65.38,17-07-2025
U0106,21-07-2025,,5.85,,
U0106,28-07-2025,1,1.62,1.62,
U0106,04-08-2025,5,7.4,37,05-08-2025
U0106,11-08-2025,8,9.49,75.92,12-08-2025
U0106,18-08-2025,1,5.41,5.41,23-08-2025
U0106,25-08-2025,2,6.73,13.46,25-08-2025
U0106,01-09-2025,0,6.09,0,
U0106,08-09-2025,0,12.45,0,
U0106,15-09-2025,11,3.71,40.81,16-09-2025
U0107,25-08-2025,0,3.48,0,
U0107,01-09-2025,8,9.8,78.4,07-09-2025
U0107,08-09-2025,12,,,11-09-2025
U0107,15-09-2025,1,8.84,8.84,18-09-2025
U0107,22-09-2025,3,13.82,41.46,27-09-2025
U0107,29-09-2025,,4.41,,
U0107,06-10-2025,6,5.66,33.96,06-10-2025
U0108,08-09-2025,1,11.1,11.1,14-09-2025
U0108,15-09-2025,3,6.99,20.97,20-09-2025
U0108,22-09-2025,1,11.05,11.05,
U0108,29-09-2025,1,8.51,8.51,29-09-2025
U0108,06-10-2025,2,1.5,3,
U0109,01-09-2025,2,11.33,22.66,02-09-2025
U0109,08-09-2025,1,13.39,13.39,09-09-2025
U0109,15-09-2025,2,6.87,13.74,21-09-2025
U0109,22-09-2025,0,7.79,0,
U0109,29-09-2025,0,6.36,0,
U0109,06-10-2025,6,12.84,77.04,
U0110,18-08-2025,1,6.76,6.76,24-08-2025
U0110,25-08-2025,4,7.55,30.2,27-08-2025
U0110,01-09-2025,1,9.36,9.36,04-09-2025
U0110,08-09-2025,2,9.94,19.88,12-09-2025
U0110,15-09-2025,5,4,20,20-09-2025
U0110,22-09-2025,5,13.37,66.85,26-09-2025
U0110,29-09-2025,3,8.12,24.36,05-10-2025
U0110,06-10-2025,4,13.76,55.04,10-10-2025
U0111,04-08-2025,3,8.28,24.84,04-08-2025
U0111,11-08-2025,7,9.4,65.8,
U0111,18-08-2025,8,10.01,80.08,24-08-2025
U0111,25-08-2025,2,9.08,18.16,27-08-2025
U0111,01-09-2025,1,,,06-09-2025
U0111,08-09-2025,0,7.88,0,
U0111,15-09-2025,3,13.74,41.22,19-09-2025
U0111,22-09-2025,5,1.62,8.1,26-09-2025
U0111,29-09-2025,,10.2,,
U0111,06-10-2025,1,5.84,5.84,12-10-2025
U0112,28-07-2025,0,8,0,
U0112,04-08-2025,2,7.63,15.26,08-08-2025
U0112,11-08-2025,2,10.12,20.24,13-08-2025
U0112,18-08-2025,5,14.36,71.8,18-08-2025
U0112,25-08-2025,5,7.38,,27-08-2025
U0112,01-09-2025,0,6.39,0,
U0112,08-09-2025,8,6.54,52.32,10-09-2025
U0112,15-09-2025,1,5.57,5.57,18-09-2025
U0112,22-09-2025,0,7.91,0,23-09-2025
U0112,29-09-2025,7,9.46,66.22,02-10-2025
U0113,25-08-2025,6,10.32,61.92,26-08-2025
U0113,01-09-2025,6,8.7,52.2,03-09-2025
U0113,08-09-2025,8,7.31,58.48,14-09-2025
U0113,15-09-2025,8,8.69,69.52,18-09-2025
U0113,22-09-2025,8,12.71,101.68,25-09-2025
U0113,29-09-2025,2,7.83,15.66,01-10-2025
U0113,06-10-2025,0,7.91,0,09-10-2025
U0114,14-07-2025,,7.85,,
U0114,21-07-2025,2,11.99,23.98,26-07-2025
U0114,28-07-2025,0,7.07,0,
U0114,04-08-2025,6,8.73,52.38,05-08-2025
U0114,11-08-2025,4,7.03,28.12,15-08-2025
U0114,18-08-2025,4,4.14,16.56,23-08-2025
U0114,25-08-2025,1,,,30-08-2025
U0114,01-09-2025,5,9.67,48.35,03-09-2025
U0114,08-09-2025,,9.07,,
U0114,15-09-2025,10,,,21-09-2025
U0115,18-08-2025,1,8.09,8.09,19-08-2025
U0115,25-08-2025,1,3.77,3.77,29-08-2025
U0115,01-09-2025,1,5.76,5.76,02-09-2025
U0115,08-09-2025,5,5.79,28.95,11-09-2025
U0115,15-09-2025,6,5.91,35.46,18-09-2025
U0115,22-09-2025,7,5.36,37.52,28-09-2025
U0115,29-09-2025,3,9.04,27.12,29-09-2025
U0115,06-10-2025,2,7.6,15.2,11-10-2025
U0116,08-09-2025,3,8.35,25.05,10-09-2025
U0116,15-09-2025,5,10.91,54.55,19-09-2025
U0116,22-09-2025,8,10.39,83.12,28-09-2025
U0116,29-09-2025,5,10.59,52.95,02-10-2025
U0116,06-10-2025,3,7.35,22.05,06-10-2025
U0117,11-08-2025,0,4.04,0,
U0117,18-08-2025,0,10.26,0,
U0117,25-08-2025,1,7.82,7.82,
U0117,01-09-2025,5,8.8,44,07-09-2025
U0117,08-09-2025,4,13.32,53.28,09-09-2025
U0117,15-09-2025,4,4.5,18,16-09-2025
U0117,22-09-2025,2,11.19,22.38,24-09-2025
U0117,29-09-2025,2,8.69,17.38,04-10-2025
U0117,06-10-2025,,12.65,,10-10-2025
U0118,21-07-2025,0,4.73,0,21-07-2025
U0118,28-07-2025,1,15.58,15.58,29-07-2025
U0118,04-08-2025,7,12.45,87.15,05-08-2025
U0118,11-08-2025,2,7.18,14.36,13-08-2025
U0118,18-08-2025,10,12.2,122,19-08-2025
U0118,25-08-2025,0,4.14,0,27-08-2025
U0118,01-09-2025,0,4.14,0,
U0118,08-09-2025,2,7.23,14.46,13-09-2025
U0118,15-09-2025,1,8.12,8.12,16-09-2025
U0118,22-09-2025,2,9.22,18.44,26-09-2025
U0119,28-07-2025,7,3.57,24.99,01-08-2025
U0119,04-08-2025,4,7.11,28.44,07-08-2025
U0119,11-08-2025,8,6.67,53.36,13-08-2025
U0119,18-08-2025,7,7.02,49.14,19-08-2025
U0119,25-08-2025,9,,,27-08-2025
U0119,01-09-2025,1,7.06,7.06,04-09-2025
U0119,08-09-2025,1,1.42,1.42,08-09-2025
U0119,15-09-2025,0,6.92,0,
U0119,22-09-2025,2,,,22-09-2025
U0119,29-09-2025,2,5.2,10.4,02-10-2025
U0120,04-08-2025,0,7.7,0,
U0120,11-08-2025,5,6.02,30.1,13-08-2025
U0120,18-08-2025,6,4.85,29.1,20-08-2025
U0120,25-08-2025,0,13.15,0,
U0120,01-09-2025,1,7.38,7.38,04-09-2025
U0120,08-09-2025,3,6.97,20.91,09-09-2025
U0120,15-09-2025,,10.98,,
U0120,22-09-2025,6,5.41,32.46,23-09-2025
U0120,29-09-2025,10,3.85,,04-10-2025
U0120,06-10-2025,1,8.19,8.19,06-10-2025
U0121,04-08-2025,3,13.38,40.14,05-08-2025
U0121,11-08-2025,1,8.01,8.01,12-08-2025
U0121,18-08-2025,9,12.17,109.53,19-08-2025
U0121,25-08-2025,10,8.1,81,27-08-2025
U0121,01-09-2025,0,4.4,0,
U0121,08-09-2025,4,9.63,38.52,08-09-2025
U0121,15-09-2025,5,11.17,55.85,15-09-2025
U0121,22-09-2025,2,6.66,13.32,24-09-2025
U0121,29-09-2025,6,8.08,48.48,29-09-2025
U0121,06-10-2025,3,9.97,29.91,11-10-2025
U0122,25-08-2025,7,8.25,57.75,26-08-2025
U0122,01-09-2025,1,11.91,11.91,06-09-2025
U0122,08-09-2025,2,6.6,13.2,09-09-2025
U0122,15-09-2025,0,2.98,0,
U0122,22-09-2025,1,0.2,0.2,27-09-2025
U0122,29-09-2025,3,10.66,31.98,01-10-2025
U0122,06-10-2025,3,6.3,18.9,10-10-2025
U0123,04-08-2025,,11.32,,
U0123,11-08-2025,9,8.1,72.9,15-08-2025
U0123,18-08-2025,6,12.15,,18-08-2025
U0123,25-08-2025,2,6.88,13.76,27-08-2025
U0123,01-09-2025,3,9.71,29.13,
U0123,08-09-2025,6,10.47,62.82,12-09-2025
U0123,15-09-2025,8,7.87,62.96,19-09-2025
U0123,22-09-2025,6,5.03,30.18,23-09-2025
U0123,29-09-2025,7,8.52,59.64,02-10-2025
U0123,06-10-2025,0,9.13,0,
U0124,18-08-2025,10,6.21,62.1,23-08-2025
U0124,25-08-2025,0,9.25,0,
U0124,01-09-2025,7,12.09,84.63,02-09-2025
U0124,08-09-2025,2,7.62,15.24,13-09-2025
U0124,15-09-2025,4,13.99,55.96,15-09-2025
U0124,22-09-2025,10,5.16,51.6,
U0124,29-09-2025,1,4.56,4.56,30-09-2025
U0124,06-10-2025,4,,,09-10-2025
U0125,14-07-2025,7,9.7,67.9,20-07-2025
U0125,21-07-2025,5,7.4,37,21-07-2025
U0125,28-07-2025,,7.6,,
U0125,04-08-2025,3,13.07,39.21,09-08-2025
U0125,11-08-2025,5,11.01,55.05,17-08-2025
U0125,18-08-2025,2,6.59,13.18,18-08-2025
U0125,25-08-2025,2,7.72,15.44,31-08-2025
U0125,01-09-2025,1,1.39,1.39,01-09-2025
U0125,08-09-2025,0,12.69,0,
U0125,15-09-2025,4,13.91,55.64,18-09-2025
U0126,15-09-2025,4,,,18-09-2025
U0126,22-09-2025,1,6.01,6.01,22-09-2025
U0126,29-09-2025,2,6.07,12.14,
U0126,06-10-2025,7,10.91,76.37,12-10-2025
U0127,21-07-2025,0,13.12,0,27-07-2025
U0127,28-07-2025,2,4.92,9.84,01-08-2025
U0127,04-08-2025,,4.95,,
U0127,11-08-2025,0,10.81,0,
U0127,18-08-2025,2,10.81,21.62,22-08-2025
U0127,25-08-2025,,9.52,,
U0127,01-09-2025,1,5.89,5.89,04-09-2025
U0127,08-09-2025,10,6.58,65.8,08-09-2025
U0127,15-09-2025,1,6.88,6.88,20-09-2025
U0127,22-09-2025,5,7.79,38.95,26-09-2025
U0128,11-08-2025,1,5.85,5.85,12-08-2025
U0128,18-08-2025,2,8.7,17.4,24-08-2025
U0128,25-08-2025,1,8.51,8.51,28-08-2025
U0128,01-09-2025,5,9.19,45.95,02-09-2025
U0128,08-09-2025,6,9.17,55.02,08-09-2025
U0128,15-09-2025,0,7.6,0,
U0128,22-09-2025,9,8.1,72.9,25-09-2025
U0128,29-09-2025,4,10.05,40.2,03-10-2025
U0128,06-10-2025,3,5.33,15.99,06-10-2025
U0129,11-08-2025,4,2.54,10.16,17-08-2025
U0129,18-08-2025,2,9.26,18.52,21-08-2025
U0129,25-08-2025,6,12.41,74.46,25-08-2025
U0129,01-09-2025,0,15.07,0,03-09-2025
U0129,08-09-2025,8,4.23,33.84,08-09-2025
U0129,15-09-2025,9,6.41,57.69,18-09-2025
U0129,22-09-2025,2,5.52,11.04,24-09-2025
U0129,29-09-2025,2,10.16,20.32,03-10-2025
U0129,06-10-2025,0,5.56,0,
U0130,04-08-2025,0,9.19,0,08-08-2025
U0130,11-08-2025,1,8.3,8.3,13-08-2025
U0130,18-08-2025,5,6.33,31.65,18-08-2025
U0130,25-08-2025,1,7.25,7.25,28-08-2025
U0130,01-09-2025,1,8.48,8.48,04-09-2025
U0130,08-09-2025,0,6.51,0,
U0130,15-09-2025,8,6.44,51.52,19-09-2025
U0130,22-09-2025,0,15.7,0,
U0130,29-09-2025,4,4.24,16.96,30-09-2025
U0130,06-10-2025,4,11.09,44.36,10-10-2025
U0131,01-09-2025,4,5.69,,06-09-2025
U0131,08-09-2025,0,10.03,0,
U0131,15-09-2025,2,4.03,8.06,18-09-2025
U0131,22-09-2025,2,4.65,9.3,22-09-2025
U0131,29-09-2025,7,,,29-09-2025
U0131,06-10-2025,2,9.35,18.7,09-10-2025
U0132,18-08-2025,4,3.96,15.84,19-08-2025
U0132,25-08-2025,,5.87,,26-08-2025
U0132,01-09-2025,0,8.14,0,
U0132,08-09-2025,2,11.08,22.16,11-09-2025
